"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
2019-08-23 21:14:12,-5.4004,-77.1573,10,4.6,"mb",NA,147,3.589,0.68,"us","us700057pm","2019-11-08T22:13:45.040Z","72km N of Rioja, Peru","earthquake",6.4,1.9,0.132,17,"reviewed","us","us"
2019-08-23 11:32:25,-10.7904,-75.2808,10,4.5,"mb",NA,88,1.938,0.6,"us","us700057ii","2019-11-08T22:13:43.040Z","5km SSW of Villa Rica, Peru","earthquake",6.9,1.9,0.132,17,"reviewed","us","us"
2019-08-22 20:53:41,-3.5285,-79.0745,68,4.2,"mb",NA,185,1.071,0.81,"us","us7000579b","2019-11-08T22:13:41.040Z","48km NW of Yantzaza, Ecuador","earthquake",6.8,17,0.136,15,"reviewed","us","us"
2019-08-22 10:59:05,-17.1449,-70.216,121.37,4.8,"mb",NA,59,0.83,1.37,"us","us70005713","2019-11-08T22:13:39.040Z","14km E of Pujocucho, Peru","earthquake",7.6,6.1,0.06,86,"reviewed","us","us"
2019-08-22 05:39:59,-15.2823,-70.3203,236.07,4.3,"mb",NA,114,2.333,0.74,"us","us700056xd","2019-11-08T22:13:39.040Z","8km NNE of Lampa, Peru","earthquake",10,11.5,0.154,12,"reviewed","us","us"
2019-08-19 05:37:43,-12.3494,-75.2677,10,4.7,"mb",NA,108,1.581,0.76,"us","us600056wn","2019-11-02T15:26:16.040Z","24km S of Huayucachi, Peru","earthquake",5.7,1.8,0.058,90,"reviewed","us","us"
2019-08-18 21:22:20,-17.7937,-69.3373,164.44,4.1,"mb",NA,89,0.244,0.91,"us","us700058g6","2019-11-02T15:26:24.040Z","50km NNE of Putre, Chile","earthquake",7.8,4.2,0.233,5,"reviewed","us","us"
2019-08-18 09:28:29,-2.3237,-79.2769,84.69,5,"mww",NA,125,0.142,0.83,"us","us600056nv","2019-11-02T15:26:14.040Z","10km NE of La Troncal, Ecuador","earthquake",8.3,6.2,0.073,18,"reviewed","us","us"
2019-08-15 16:06:50,-8.2788,-75.0457,123.8,4.8,"mb",NA,83,2.381,0.69,"us","us600055h8","2019-11-02T15:26:08.040Z","34km NW of Campoverde, Peru","earthquake",3,6.2,0.033,278,"reviewed","us","us"
2019-08-14 05:02:55,-16.0443,-72.3944,10,4.4,"mb",NA,136,3.033,0.47,"us","us700058cb","2019-11-02T15:26:20.040Z","40km W of Lluta, Peru","earthquake",9.4,2,0.189,8,"reviewed","us","us"
