"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
2019-04-15 17:13:07,-16.9188,-179.3032,546.46,4.1,"mb",NA,175,2.655,0.99,"us","us700036h9","2019-06-20T19:03:45.040Z","150km ESE of Lambasa, Fiji","earthquake",22.5,12.9,0.088,35,"reviewed","us","us"
2019-04-12 02:28:52,-17.9983,-179.3664,619.42,4.6,"mb",NA,50,2.47,1.13,"us","us700034r4","2019-06-20T19:03:20.040Z","219km SE of Lambasa, Fiji","earthquake",12.2,7.2,0.086,40,"reviewed","us","us"
2019-04-03 05:49:31,-17.811,-178.455,579.18,4.4,"mb",NA,101,3.328,0.67,"us","us700034hv","2019-06-18T15:50:09.040Z","277km SE of Lambasa, Fiji","earthquake",14.6,7.9,0.11,24,"reviewed","us","us"
2019-03-31 14:20:31,-18.0628,-178.4098,635.98,4.1,"mb",NA,115,3.383,0.55,"us","us2000kcf4","2019-06-08T20:51:39.040Z","288km N of Ndoi Island, Fiji","earthquake",14,11.1,0.116,20,"reviewed","us","us"
2019-03-29 14:49:01,-17.8877,-178.5341,537.93,4.6,"mb",NA,73,3.254,1.1,"us","us2000k73j","2019-06-08T20:51:23.040Z","274km SE of Lambasa, Fiji","earthquake",10.8,6,0.037,219,"reviewed","us","us"
2019-03-28 08:04:17,-17.8557,-178.4766,559,4.7,"mb",NA,127,3.308,0.76,"us","us2000kacc","2019-06-08T20:51:36.040Z","277km SE of Lambasa, Fiji","earthquake",13.4,8.2,0.099,31,"reviewed","us","us"
2019-03-28 08:04:00,-18.1779,-178.4173,589.95,4.8,"mb",NA,70,3.387,0.71,"us","us2000k6df","2019-06-08T20:51:19.040Z","275km N of Ndoi Island, Fiji","earthquake",11.4,6.7,0.045,153,"reviewed","us","us"
2019-03-23 12:54:04,-17.6408,-178.7224,573.33,4.7,"mb",NA,86,3.075,0.82,"us","us2000k78h","2019-06-06T18:54:19.040Z","242km SE of Lambasa, Fiji","earthquake",8,11.4,0.117,22,"reviewed","us","us"
2019-03-22 01:25:48,-17.9822,-178.4333,613.85,4.3,"mb",NA,122,3.354,0.38,"us","us2000k74s","2019-06-06T18:54:12.040Z","289km SE of Lambasa, Fiji","earthquake",15,10.1,0.169,10,"reviewed","us","us"
2019-03-21 12:37:03,-17.672,-178.841,556.41,4.4,"mb",NA,102,2.961,0.67,"us","us2000k72u","2019-06-06T18:54:10.040Z","234km SE of Lambasa, Fiji","earthquake",14.4,15.1,0.108,25,"reviewed","us","us"
2019-03-15 00:46:35,-16.8889,-179.2803,547.11,4.1,"mb",NA,68,2.685,0.75,"us","us1000jkbv","2019-06-01T21:24:28.040Z","151km ESE of Lambasa, Fiji","earthquake",15.3,8,0.057,83,"reviewed","us","us"
2019-03-12 01:38:57,-18.0728,-179.5325,600.09,4.3,"mb",NA,129,2.322,0.48,"us","us1000jjsh","2019-06-01T21:24:25.040Z","214km E of Suva, Fiji","earthquake",14.3,8.1,0.09,35,"reviewed","us","us"
2019-03-10 08:23:54,-17.821,-178.6132,566.24,4.8,"mb",NA,73,3.177,0.91,"us","us1000jd5d","2019-05-24T21:21:26.040Z","263km SE of Lambasa, Fiji","earthquake",12,7.2,0.034,265,"reviewed","us","us"
2019-03-10 08:12:26,-17.8915,-178.6034,578.19,6.2,"mww",NA,19,3.188,1.03,"us","us1000jd55","2019-05-24T21:21:26.040Z","269km SE of Lambasa, Fiji","earthquake",9.4,3.2,0.06,27,"reviewed","us","us"
2019-03-05 12:13:08,-17.6682,-178.5494,569.99,4.4,"mb",NA,94,3.366,0.38,"us","us1000jfiv","2019-05-24T21:21:35.040Z","260km ESE of Lambasa, Fiji","earthquake",15,20.1,0.114,22,"reviewed","us","us"
2019-03-02 02:54:27,-17.5363,-178.4976,590.66,4.5,"mb",NA,115,3.295,0.59,"us","us1000jdph","2019-05-14T18:36:25.040Z","257km ESE of Lambasa, Fiji","earthquake",13.1,13.7,0.131,17,"reviewed","us","us"
2019-02-23 09:24:09,-17.2101,-178.3578,442.39,4.3,"mb",NA,76,2.894,0.85,"us","us1000jaw1","2019-05-11T17:40:34.040Z","256km ESE of Lambasa, Fiji","earthquake",12.3,9.2,0.129,17,"reviewed","us","us"
2019-02-20 19:41:50,-17.9576,-178.5805,593.94,4.2,"mb",NA,172,3.213,0.45,"us","us1000j9ds","2019-05-11T17:40:30.040Z","275km SE of Lambasa, Fiji","earthquake",21.9,13.8,0.128,17,"reviewed","us","us"
2019-02-18 11:21:04,-16.8153,177.7027,19.84,4.6,"mb",NA,114,0.983,1.32,"us","us2000jji7","2019-05-01T22:01:02.040Z","92km NNE of Lautoka, Fiji","earthquake",13.7,5.5,0.141,20,"reviewed","us","us"
2019-02-17 03:08:08,-16.3247,178.8417,10,4.5,"mb",NA,124,1.601,0.78,"us","us2000jpml","2019-05-01T22:01:14.040Z","58km W of Lambasa, Fiji","earthquake",12.9,1.9,0.204,7,"reviewed","us","us"
2019-02-15 11:46:26,-17.1191,-178.6245,568.81,4.3,"mb",NA,156,3.232,0.64,"us","us2000jnzj","2019-05-01T22:01:11.040Z","226km ESE of Lambasa, Fiji","earthquake",23.6,18.2,0.142,14,"reviewed","us","us"
2019-02-14 17:54:44,-17.7248,-178.4665,575.17,4.1,"mb",NA,137,3.317,0.6,"us","us2000jnmc","2019-05-01T22:01:10.040Z","270km ESE of Lambasa, Fiji","earthquake",22.9,11.4,0.116,20,"reviewed","us","us"
2019-02-09 22:46:28,-16.6074,177.495,10,4.6,"mb",NA,136,1.25,0.64,"us","us2000jngl","2019-04-25T15:32:01.040Z","111km N of Lautoka, Fiji","earthquake",11,1.9,0.173,10,"reviewed","us","us"
2019-02-07 17:28:18,-17.2971,-178.7644,534.9,4.2,"mb",NA,108,3.069,0.43,"us","us2000jeul","2019-04-25T15:31:51.040Z","220km ESE of Lambasa, Fiji","earthquake",21.6,9.4,0.088,36,"reviewed","us","us"
2019-02-05 12:00:45,-17.898,-178.4674,579.92,4.2,"mb",NA,93,3.318,0.63,"us","us2000jna8","2019-04-25T15:31:41.040Z","281km SE of Lambasa, Fiji","earthquake",11.6,12,0.108,24,"reviewed","us","us"
2019-02-04 16:07:29,-17.3865,-178.804,534.7,4.6,"mb",NA,70,3.019,0.78,"us","us2000jn9i","2019-04-18T19:09:50.040Z","220km ESE of Lambasa, Fiji","earthquake",11.3,7.4,0.074,55,"reviewed","us","us"
2019-02-01 02:22:01,-17.3989,-178.8124,551.9,4.5,"mb",NA,96,3.01,1,"us","us2000jhg2","2019-04-18T19:09:42.040Z","220km ESE of Lambasa, Fiji","earthquake",10.4,9.4,0.145,14,"reviewed","us","us"
2019-01-31 17:45:08,-17.762,-178.7414,501.9,4.3,"mb",NA,73,3.486,1.26,"us","us2000jbbq","2019-04-18T19:09:27.040Z","249km SE of Lambasa, Fiji","earthquake",12.7,4.1,0.052,105,"reviewed","us","us"
2019-01-30 04:33:00,-17.7178,-178.3599,567.41,4.3,"mb",NA,92,3.398,0.39,"us","us2000jhe0","2019-04-18T19:09:40.040Z","280km ESE of Lambasa, Fiji","earthquake",10.7,11,0.153,12,"reviewed","us","us"
2019-01-29 14:31:31,-18.0449,-178.3704,562.32,4.4,"mb",NA,81,3.418,0.72,"us","us2000ja2a","2019-04-18T19:09:24.040Z","290km N of Ndoi Island, Fiji","earthquake",11.4,6.8,0.05,116,"reviewed","us","us"
2019-01-29 08:23:17,-18.0112,-178.4552,580.92,4.3,"mb",NA,74,3.336,0.88,"us","us2000j9zq","2019-04-18T19:09:24.040Z","289km SE of Lambasa, Fiji","earthquake",12.2,6.3,0.051,107,"reviewed","us","us"
2019-01-28 16:33:46,-17.7707,-179.2899,607.11,4.4,"mb",NA,117,2.532,0.6,"us","us2000jhcb","2019-04-12T17:17:26.040Z","205km SE of Lambasa, Fiji","earthquake",14.8,8.2,0.082,43,"reviewed","us","us"
2019-01-28 16:00:16,-17.9627,-179.2838,618.77,5.5,"mww",NA,70,2.545,1.15,"us","us2000j9pz","2019-04-12T17:16:08.040Z","222km SE of Lambasa, Fiji","earthquake",10.5,4,0.071,19,"reviewed","us","us"
2019-01-17 14:01:30,-18.2617,-178.4251,608.18,4.5,"mb",NA,116,3.391,0.93,"us","us2000j53f","2019-04-05T21:40:59.040Z","265km N of Ndoi Island, Fiji","earthquake",14.2,8.1,0.049,125,"reviewed","us","us"
2019-01-15 18:47:15,-17.8347,-178.5787,585.01,4.5,"mb",NA,90,3.21,0.83,"us","us2000jb8p","2019-04-05T21:41:03.040Z","267km SE of Lambasa, Fiji","earthquake",11.5,7.1,0.064,72,"reviewed","us","us"
2019-01-14 14:15:48,-16.834,-178.4346,572.1,4.3,"mb",NA,98,2.529,0.61,"us","us1000is4n","2019-04-02T20:51:12.040Z","237km ESE of Lambasa, Fiji","earthquake",18.1,11.4,0.125,18,"reviewed","us","us"
2019-01-10 11:17:10,-17.0626,-179.0693,555.07,4.4,"mb",NA,69,2.83,0.95,"us","us2000j2ha","2019-04-02T20:51:57.040Z","179km ESE of Lambasa, Fiji","earthquake",12.9,7.1,0.053,105,"reviewed","us","us"
2019-01-10 08:49:59,-17.4735,-179.9188,608.79,4.3,"mb",NA,93,8.603,0.4,"us","us2000j8tu","2019-04-02T20:53:26.040Z","138km SSE of Lambasa, Fiji","earthquake",15,10.1,0.111,23,"reviewed","us","us"
2019-01-10 02:05:00,-17.9959,-178.4638,559.87,4.3,"mb",NA,126,14.75,0.72,"us","us2000j8ur","2019-04-02T20:53:30.040Z","288km SE of Lambasa, Fiji","earthquake",15.6,11.3,0.107,25,"reviewed","us","us"
2019-01-09 14:49:37,-17.6676,-178.5732,599.67,4.4,"mb",NA,119,3.217,1.05,"us","us2000j8sx","2019-04-02T20:53:23.040Z","257km ESE of Lambasa, Fiji","earthquake",13.5,9.4,0.084,41,"reviewed","us","us"
2019-01-06 11:14:29,-17.7236,-178.6277,570.06,4.2,"mb",NA,122,3.163,0.56,"us","us2000j7vw","2019-03-08T17:50:22.040Z","256km SE of Lambasa, Fiji","earthquake",15,9.6,0.118,20,"reviewed","us","us"
2019-01-05 11:36:20,-18.1423,-179.2243,597.1,4.1,"mb",NA,242,11.115,0.41,"us","us2000j7px","2019-03-08T17:50:22.040Z","241km SE of Lambasa, Fiji","earthquake",12.3,18.6,0.117,20,"reviewed","us","us"
2019-01-01 16:17:45,-17.2983,-178.9506,548.48,4.3,"mb",NA,174,2.893,0.3,"us","us2000j5tm","2019-03-08T17:50:20.040Z","202km ESE of Lambasa, Fiji","earthquake",11.7,11,0.16,11,"reviewed","us","us"
2018-12-30 10:48:44,-17.6392,-178.7675,536.46,4.5,"mb",NA,78,3.032,0.63,"us","us2000j55e","2019-03-05T17:46:39.040Z","238km SE of Lambasa, Fiji","earthquake",14.8,9.7,0.11,24,"reviewed","us","us"
2018-12-28 04:07:08,-18.0475,-178.5289,605.6,4.1,"mb",NA,121,3.268,0.91,"us","us2000j4gu","2019-03-05T17:46:36.040Z","286km SE of Lambasa, Fiji","earthquake",11.6,9.9,0.123,18,"reviewed","us","us"
2018-12-21 23:46:16,-17.4176,-178.8338,549.83,4.6,"mb",NA,57,2.987,0.97,"us","us2000iw5a","2019-02-23T20:22:19.040Z","219km ESE of Lambasa, Fiji","earthquake",11.4,6.4,0.05,118,"reviewed","us","us"
2018-12-16 22:12:53,-18.251,-178.4276,585.79,4.5,"mb",NA,120,3.387,0.73,"us","us2000ivwn","2019-02-16T22:29:11.040Z","267km N of Ndoi Island, Fiji","earthquake",12.3,7.6,0.105,27,"reviewed","us","us"
2018-12-13 01:13:58,-16.5182,178.0247,10,4.7,"mb",NA,138,1.22,0.7,"us","us2000iv1c","2019-02-16T22:29:06.040Z","135km NNE of Lautoka, Fiji","earthquake",14.5,1.9,0.173,10,"reviewed","us","us"
2018-12-13 00:55:06,-16.2571,177.7727,10,4.5,"mb",NA,205,1.503,0.52,"us","us2000iv1a","2019-02-16T22:29:06.040Z","153km NNE of Lautoka, Fiji","earthquake",10.3,2,0.205,7,"reviewed","us","us"
2018-12-06 21:32:21,-18.3552,-179.1619,584.99,4.2,"mb",NA,147,2.718,0.53,"us","us2000isyr","2019-02-16T19:52:28.040Z","254km E of Suva, Fiji","earthquake",12.7,9.8,0.137,15,"reviewed","us","us"
2018-12-06 03:49:22,-16.2608,177.9611,10,5,"mb",NA,113,1.478,0.67,"us","us1000i38i","2019-02-16T19:52:25.040Z","152km W of Lambasa, Fiji","earthquake",11,1.9,0.061,86,"reviewed","us","us"
2018-12-03 16:05:37,-17.2692,-178.6649,510.67,4.1,"mb",NA,77,3.167,0.28,"us","us1000i48r","2019-02-16T19:52:16.040Z","228km ESE of Lambasa, Fiji","earthquake",15.9,3.5,0.111,22,"reviewed","us","us"
2018-11-28 11:47:32,-17.3251,-178.5085,559.9,4.1,"mb",NA,109,3.023,0.55,"us","us1000i1yu","2019-02-09T19:02:22.040Z","246km ESE of Lambasa, Fiji","earthquake",13.9,16.9,0.123,18,"reviewed","us","us"
2018-11-27 23:38:54,-17.7858,-178.6148,574.75,4.2,"mb",NA,135,3.175,0.6,"us","us1000hyet","2019-02-09T19:02:12.040Z","261km SE of Lambasa, Fiji","earthquake",11.3,10.1,0.103,27,"reviewed","us","us"
2018-11-27 02:45:33,-17.8924,-178.571,574.21,5.7,"mww",NA,35,3.219,0.96,"us","us1000hwwp","2019-02-09T19:02:10.040Z","272km SE of Lambasa, Fiji","earthquake",9.6,4,0.073,18,"reviewed","us","us"
2018-11-24 09:27:44,-17.5085,-178.779,542.09,4.2,"mb",NA,71,3.03,0.93,"us","us1000hw2y","2019-02-02T20:02:29.040Z","230km ESE of Lambasa, Fiji","earthquake",12.1,8.4,0.063,69,"reviewed","us","us"
2018-11-18 20:25:46,-17.8735,-178.9273,540,6.8,"mww",NA,39,2.879,1.3,"us","us1000htm5","2019-01-30T18:36:21.040Z","241km SE of Lambasa, Fiji","earthquake",8.1,1.9,0.038,65,"reviewed","us","us"
2018-11-16 23:45:39,-17.839,-178.6142,614.12,4.2,"mb",NA,100,3.176,0.48,"us","us1000hvs5","2019-01-30T18:36:28.040Z","264km SE of Lambasa, Fiji","earthquake",14.4,9.2,0.096,30,"reviewed","us","us"
2018-11-15 04:54:13,-17.487,-178.7369,542.51,4.2,"mb",NA,83,3.072,0.77,"us","us1000hvh2","2019-01-30T18:36:27.040Z","232km ESE of Lambasa, Fiji","earthquake",14.5,9.1,0.096,30,"reviewed","us","us"
2018-11-15 00:45:31,-17.4954,-178.7945,540.86,4.2,"mb",NA,127,3.016,0.92,"us","us1000hvgv","2019-01-30T18:36:20.040Z","227km ESE of Lambasa, Fiji","earthquake",11.4,8.7,0.116,21,"reviewed","us","us"
2018-11-14 20:42:17,-16.8908,177.5889,10,4.6,"mb",NA,94,0.957,1.03,"us","us1000hrus","2019-01-30T18:36:24.040Z","81km N of Lautoka, Fiji","earthquake",5.2,1.9,0.104,28,"reviewed","us","us"
2018-11-14 15:54:01,-17.4213,-178.7391,528.4,4.4,"mb",NA,70,3.076,0.8,"us","us1000hv2p","2019-01-30T18:36:27.040Z","228km ESE of Lambasa, Fiji","earthquake",6.3,8.7,0.087,38,"reviewed","us","us"
2018-11-10 09:27:47,-16.0555,179.3142,39.22,4.4,"mb",NA,137,2.068,0.34,"us","us1000hq8v","2019-01-21T16:42:58.040Z","40km N of Lambasa, Fiji","earthquake",8.5,9.9,0.134,16,"reviewed","us","us"
2018-11-09 18:15:41,-17.4789,-178.543,581.74,4.2,"mb",NA,209,3.257,0.58,"us","us1000hsre","2019-01-21T16:42:58.040Z","250km ESE of Lambasa, Fiji","earthquake",24,23.7,0.153,15,"reviewed","us","us"
2018-11-06 20:40:01,-18.3202,-178.4295,589.62,4.3,"mb",NA,173,3.395,0.72,"us","us1000hrmp","2019-01-21T16:42:58.040Z","259km N of Ndoi Island, Fiji","earthquake",28.1,8.2,0.142,14,"reviewed","us","us"
2018-11-06 18:53:49,-18.1798,-178.4305,562.3,4.2,"mb",NA,237,3.375,0.49,"us","us1000hrml","2019-01-21T16:42:58.040Z","274km N of Ndoi Island, Fiji","earthquake",33.3,17.1,0.166,11,"reviewed","us","us"
2018-11-06 07:56:52,-17.7755,-179.0071,569.86,4.2,"mb",NA,320,2.801,0.32,"us","us1000hrly","2019-01-21T16:42:58.040Z","Fiji region","earthquake",37.4,26.8,0.153,12,"reviewed","us","us"
2018-11-06 03:59:32,-17.7442,-178.533,563.8,4.4,"mb",NA,127,3.253,0.97,"us","us1000hrln","2019-01-21T16:42:58.040Z","266km SE of Lambasa, Fiji","earthquake",14.3,7.3,0.092,34,"reviewed","us","us"
2018-11-06 03:55:00,-17.3149,-178.5978,529.68,4.5,"mb",NA,87,3.025,0.74,"us","us1000hrlm","2019-01-21T16:42:58.040Z","236km ESE of Lambasa, Fiji","earthquake",15.5,7.8,0.1,29,"reviewed","us","us"
2018-11-05 21:38:01,-17.6394,-178.4859,567.17,4.3,"mb",NA,181,3.301,0.65,"us","us1000hqxt","2019-01-21T16:42:58.040Z","264km ESE of Lambasa, Fiji","earthquake",13,9.9,0.147,13,"reviewed","us","us"
2018-11-02 22:01:06,-17.8916,179.9705,537.89,4.2,"mb",NA,93,1.832,0.33,"us","us1000hprm","2019-01-21T14:29:44.040Z","164km E of Suva, Fiji","earthquake",13,10.4,0.141,14,"reviewed","us","us"
2018-11-02 18:00:51,-17.9062,-178.7247,575.81,4.4,"mb",NA,231,3.073,0.63,"us","us1000hprl","2019-01-21T14:29:44.040Z","260km SE of Lambasa, Fiji","earthquake",27.2,14.4,0.17,11,"reviewed","us","us"
2018-10-31 11:12:04,-17.2081,-178.4619,565.81,4.1,"mb",NA,98,2.902,0.16,"us","us2000i81k","2019-01-21T14:29:41.040Z","245km ESE of Lambasa, Fiji","earthquake",15.7,15.5,0.117,20,"reviewed","us","us"
2018-10-28 23:30:09,-17.7283,-178.6744,555.23,4.4,"mb",NA,72,3.119,0.92,"us","us1000hibl","2019-01-10T17:18:41.040Z","252km SE of Lambasa, Fiji","earthquake",13.2,7.4,0.049,122,"reviewed","us","us"
2018-10-28 19:28:40,-18.085,-178.8936,579.46,4.2,"mb",NA,207,2.927,0.55,"us","us2000i5zm","2019-01-10T17:18:44.040Z","260km SE of Lambasa, Fiji","earthquake",25.2,13.2,0.136,15,"reviewed","us","us"
2018-10-28 09:42:49,-18.1268,-178.3851,588.78,4.3,"mb",NA,75,3.412,0.84,"us","us1000hi75","2019-01-10T17:18:40.040Z","281km N of Ndoi Island, Fiji","earthquake",14.5,7.9,0.059,82,"reviewed","us","us"
2018-10-25 17:09:03,-18.9184,-178.9328,575.57,4.5,"mb",NA,225,3.092,0.77,"us","us2000i4ma","2019-01-10T17:18:42.040Z","193km N of Ndoi Island, Fiji","earthquake",22.3,13,0.127,18,"reviewed","us","us"
2018-10-24 19:22:25,-17.9471,-178.4714,584.13,4.3,"mb",NA,88,3.316,0.73,"us","us1000hj3q","2019-01-10T17:18:41.040Z","284km SE of Lambasa, Fiji","earthquake",10.8,8.6,0.087,37,"reviewed","us","us"
2018-10-24 18:12:24,-18.0793,-178.3735,575.21,4.2,"mb",NA,127,3.418,0.73,"us","us1000hgm4","2019-01-10T17:18:35.040Z","286km N of Ndoi Island, Fiji","earthquake",15.7,7.7,0.081,42,"reviewed","us","us"
2018-10-24 11:29:00,-16.3885,178.0536,10,5.2,"mww",NA,67,1.348,0.83,"us","us1000hgg0","2019-01-10T17:18:35.040Z","142km W of Lambasa, Fiji","earthquake",8.1,1.8,0.058,29,"reviewed","us","us"
2018-10-23 09:16:30,-18.1498,-178.509,536.41,4.3,"mb",NA,40,3.297,0.95,"us","us1000hg0e","2019-01-10T17:18:34.040Z","277km N of Ndoi Island, Fiji","earthquake",11.9,6.7,0.044,143,"reviewed","us","us"
2018-10-21 11:25:16,-18.2649,-178.4127,615.84,4.7,"mb",NA,99,3.403,0.8,"us","us1000hf8g","2018-12-21T22:27:08.040Z","265km N of Ndoi Island, Fiji","earthquake",13.3,8.9,0.099,31,"reviewed","us","us"
2018-10-20 06:50:59,-17.9143,-178.6223,554.54,4.3,"mb",NA,120,3.171,0.61,"us","us1000hgxr","2018-12-21T22:27:10.040Z","269km SE of Lambasa, Fiji","earthquake",16.1,9.3,0.116,21,"reviewed","us","us"
2018-10-18 19:02:47,-19.2542,-178.4814,541.47,4.2,"mb",NA,206,3.615,0.33,"us","us1000hg4h","2018-12-21T22:27:09.040Z","156km N of Ndoi Island, Fiji","earthquake",21.6,14.4,0.121,19,"reviewed","us","us"
2018-10-18 01:15:13,-17.3984,-179.0177,546.06,4.1,"mb",NA,92,2.815,0.5,"us","us1000hg3m","2018-12-21T22:27:09.040Z","202km ESE of Lambasa, Fiji","earthquake",14.4,10.2,0.135,15,"reviewed","us","us"
2018-10-15 09:30:10,-17.9723,-178.5434,577.87,4.5,"mb",NA,111,3.249,0.83,"us","us1000hees","2018-12-21T22:27:05.040Z","279km SE of Lambasa, Fiji","earthquake",15,10.8,0.1,29,"reviewed","us","us"
2018-10-11 20:00:53,-17.6849,179.3146,519.35,4.1,"mb",NA,249,1.204,0.39,"us","us1000hdct","2018-12-21T21:15:54.040Z","105km ENE of Suva, Fiji","earthquake",30,9.7,0.145,16,"reviewed","us","us"
2018-10-04 19:37:58,-17.694,-178.6687,550.17,4.6,"mb",NA,72,3.125,1.03,"us","us1000hak0","2018-12-14T20:32:46.040Z","250km SE of Lambasa, Fiji","earthquake",12.8,8.7,0.077,51,"reviewed","us","us"
2018-10-04 05:07:20,-18.0595,-178.6091,542.14,4.2,"mb",NA,74,3.193,0.87,"us","us1000h6u7","2018-12-14T20:32:41.040Z","280km SE of Lambasa, Fiji","earthquake",13.5,8.7,0.056,87,"reviewed","us","us"
2018-10-04 04:16:21,-17.8372,-178.5215,590.03,5.5,"mww",NA,36,3.265,0.85,"us","us1000h6th","2018-12-14T20:32:40.040Z","272km SE of Lambasa, Fiji","earthquake",10,4.7,0.078,16,"reviewed","us","us"
2018-10-02 19:22:38,-18.0932,-178.4291,540.18,4.8,"mb",NA,114,3.367,0.97,"us","us1000h5ud","2018-12-14T20:32:39.040Z","284km N of Ndoi Island, Fiji","earthquake",12.7,8.2,0.083,48,"reviewed","us","us"
2018-10-01 15:35:38,-16.9986,-179.1581,536.94,4.5,"mb",NA,70,2.764,0.84,"us","us1000h7mq","2018-12-14T20:32:42.040Z","168km ESE of Lambasa, Fiji","earthquake",14.2,8.8,0.104,27,"reviewed","us","us"
2018-10-01 09:06:58,-17.6293,-178.9765,532.17,4.3,"mb",NA,113,2.834,0.84,"us","us1000h7m6","2018-12-14T20:32:42.040Z","220km SE of Lambasa, Fiji","earthquake",13.5,7.4,0.057,87,"reviewed","us","us"
2018-09-28 19:38:06,-18.6981,179.6129,655.81,4.5,"mb",NA,97,1.76,0.86,"us","us1000h74e","2018-12-01T16:44:25.040Z","138km ESE of Suva, Fiji","earthquake",13.9,8.1,0.083,42,"reviewed","us","us"
2018-09-25 20:08:12,-18.542,178.7346,543.01,4.3,"mb",NA,193,1.024,1.27,"us","us1000h54z","2018-12-01T16:43:51.040Z","54km SE of Suva, Fiji","earthquake",25.1,14.7,0.177,10,"reviewed","us","us"
2018-09-23 19:54:31,-17.6884,-179.8393,608.28,4.6,"mb",NA,57,2.009,1.05,"us","us2000hj34","2018-11-27T15:52:04.040Z","163km SSE of Lambasa, Fiji","earthquake",12.2,7,0.044,152,"reviewed","us","us"
2018-09-21 20:24:33,-18.2181,-178.621,605.64,4.3,"mb",NA,199,3.2,0.52,"us","us1000h3cv","2018-11-27T15:51:55.040Z","269km N of Ndoi Island, Fiji","earthquake",18.5,14.3,0.133,16,"reviewed","us","us"
2018-09-21 03:41:41,-17.8343,-179.88,638.64,5.7,"mwb",NA,37,1.971,1.18,"us","us2000hhzr","2018-11-27T15:52:01.040Z","175km SSE of Lambasa, Fiji","earthquake",9.6,6.1,0.056,31,"reviewed","us","us"
2018-09-21 03:40:40,-17.9071,-179.9776,652.35,5.9,"mww",NA,19,1.883,0.99,"us","us2000hhzn","2018-11-27T15:52:01.040Z","169km E of Suva, Fiji","earthquake",10,3.6,0.089,12,"reviewed","us","us"
2018-09-20 15:55:42,-18.0478,-178.3701,600.66,4.2,"mb",NA,115,3.419,0.8,"us","us1000h3aj","2018-11-27T15:51:55.040Z","290km N of Ndoi Island, Fiji","earthquake",13.7,8.3,0.063,70,"reviewed","us","us"
2018-09-17 11:28:27,-17.9381,-178.4693,556.92,4.4,"mb",NA,114,3.318,0.86,"us","us2000hftj","2018-11-27T15:51:57.040Z","283km SE of Lambasa, Fiji","earthquake",8.6,9,0.072,56,"reviewed","us","us"
2018-09-17 08:43:49,-17.706,-179.0218,509.08,4,"mb",NA,72,7.928,0.79,"us","us2000hjqe","2018-11-27T15:52:04.040Z","221km SE of Lambasa, Fiji","earthquake",11.4,7.3,0.102,26,"reviewed","us","us"
2018-09-16 09:45:03,-18.0285,-178.4817,557.76,4.5,"mb",NA,193,3.312,0.7,"us","us2000hiby","2018-11-21T18:19:17.040Z","288km SE of Lambasa, Fiji","earthquake",15.2,8.4,0.104,27,"reviewed","us","us"
2018-09-16 07:47:29,-17.676,179.9691,626.66,4.4,"mb",NA,60,1.827,0.96,"us","us2000hfdu","2018-11-21T18:19:12.040Z","152km SSE of Lambasa, Fiji","earthquake",12,6.9,0.038,200,"reviewed","us","us"
2018-09-16 03:30:15,-18.1341,-178.3681,574.52,4.3,"mb",NA,75,3.429,1.11,"us","us2000hibk","2018-11-21T18:19:16.040Z","280km N of Ndoi Island, Fiji","earthquake",13.5,5.6,0.084,40,"reviewed","us","us"
2018-09-13 18:45:21,-17.1992,-179.3195,618.63,4.3,"mb",NA,157,7.97,0.47,"us","us2000hi5y","2018-11-21T18:19:15.040Z","163km ESE of Lambasa, Fiji","earthquake",11.8,23.7,0.114,22,"reviewed","us","us"
2018-09-13 07:58:50,-17.5459,179.706,612.06,4.1,"mb",NA,89,1.588,1.02,"us","us2000hi53","2018-11-21T18:19:15.040Z","129km SSE of Lambasa, Fiji","earthquake",15.4,10.1,0.12,19,"reviewed","us","us"
2018-09-13 04:03:12,-17.8332,-178.563,561.2,4.1,"mb",NA,77,3.225,0.54,"us","us2000hi4x","2018-11-21T18:19:15.040Z","268km SE of Lambasa, Fiji","earthquake",11.5,8.6,0.107,24,"reviewed","us","us"
2018-09-13 00:18:28,-18.3018,-178.3981,532.41,4.3,"mb",NA,83,3.422,1.3,"us","us2000hi4p","2018-11-21T18:19:15.040Z","261km N of Ndoi Island, Fiji","earthquake",15.4,7.3,0.119,20,"reviewed","us","us"
2018-09-11 09:25:48,-17.7979,179.9378,616.95,4.5,"mb",NA,74,1.797,1.15,"us","us2000hciw","2018-11-21T18:19:08.040Z","162km ENE of Suva, Fiji","earthquake",11.7,7.6,0.03,319,"reviewed","us","us"
2018-09-10 04:04:01,-17.8445,-179.9885,619.17,4.4,"mb",NA,74,1.868,0.93,"us","us2000hbqb","2018-11-21T18:19:07.040Z","169km E of Suva, Fiji","earthquake",9.8,6.8,0.053,102,"reviewed","us","us"
2018-09-10 02:00:48,-18.1272,-178.5639,535,4.3,"mb",NA,113,3.243,0.58,"us","us2000hgsa","2018-11-21T18:19:14.040Z","279km N of Ndoi Island, Fiji","earthquake",15.7,7.9,0.133,16,"reviewed","us","us"
2018-09-09 10:58:14,-18.5179,-179.698,679.12,4.2,"mb",NA,112,2.272,0.44,"us","us2000hgq3","2018-11-14T17:40:19.040Z","201km ESE of Suva, Fiji","earthquake",10.4,13.7,0.118,20,"reviewed","us","us"
